IndiceBTCMtR,LiquidezMedida,CostofTrade,time
3336877.1040036376,4.46099829,52845.99555248577,2020-12-17T19:37:14Z
3331371.343807824,6.70551576,48909.66578740268,2020-12-17T19:38:15Z
3332171.6184699335,5.96558292,49778.612291032325,2020-12-17T19:39:15Z
3332072.9260173417,5.44380548,50405.49527051968,2020-12-17T19:40:16Z
3332307.947589058,5.45016991,50863.883665166,2020-12-17T19:41:17Z
3331656.034393247,6.75952936,45153.728816758536,2020-12-17T19:42:18Z
3323065.216209328,5.148496,50654.01510987983,2020-12-17T19:43:19Z
3318913.217033629,3.78536039,55507.750190981205,2020-12-17T19:44:19Z
3305875.025277021,5.95920627,45740.33899126508,2020-12-17T19:45:20Z
3289223.629569489,4.92159867,51362.10915508896,2020-12-17T19:46:21Z
3287086.710637299,6.40982154,49006.19525825653,2020-12-17T19:47:22Z
3290719.777187181,6.21440152,45510.245046544274,2020-12-17T19:48:22Z
3275146.3002750915,4.65287375,52995.92249740587,2020-12-17T19:49:23Z
3281119.4654528126,6.25427399,49476.725696810834,2020-12-17T19:50:24Z
3289124.319292077,6.5789412,48974.67752764466,2020-12-17T19:51:25Z
3288909.08147107,7.002019150000001,48842.63658394374,2020-12-17T19:52:25Z
3296695.703689217,4.30172237,47282.2297024421,2020-12-17T19:53:26Z
3292103.104738797,6.9372269,49002.996398705785,2020-12-17T19:54:27Z
3294531.6827503494,4.41764128,53561.16074569525,2020-12-17T19:55:28Z
3294315.0426734695,7.43370892,43908.9435771464,2020-12-17T19:56:29Z
3284418.9312570407,6.89795768,44247.96604800865,2020-12-17T19:57:29Z
3269925.2338001872,9.885986445431,40719.12487015011,2020-12-17T19:58:30Z
3282417.309848856,7.59031787,43415.80232123989,2020-12-17T19:59:31Z
3277047.31704764,9.503241444578,39052.191743154755,2020-12-17T20:00:32Z
3288488.478502312,11.118176632512,39622.99138420381,2020-12-17T20:01:33Z
3292291.148492314,7.790620950548,38416.1515427328,2020-12-17T20:02:34Z
3290793.002943717,9.788299109069001,39712.00079010784,2020-12-17T20:03:34Z
3289944.2904573726,8.309947305975,39021.47894924154,2020-12-17T20:04:35Z
3289871.3341361033,10.873816826211,38844.548304393626,2020-12-17T20:05:36Z
3288786.932676722,5.71984445,44632.361611840126,2020-12-17T20:06:37Z
3265338.171062221,8.59532800181,38832.248560589636,2020-12-17T20:07:38Z
3269719.9747162294,10.135536720000001,46085.809176345756,2020-12-17T20:08:38Z
3264569.251764375,8.952122615308001,38752.87085919587,2020-12-17T20:09:39Z
3261535.600349439,9.542436741623,38045.097968457594,2020-12-17T20:10:40Z
3264149.377001921,10.762432809096001,39823.534878451115,2020-12-17T20:11:41Z
3255103.671397646,8.79012256046,39711.466980071,2020-12-17T20:12:42Z
3255720.617564297,9.063042066487,38504.57351639271,2020-12-17T20:13:42Z
3248719.883419497,9.901289291183,38896.34518283721,2020-12-17T20:14:43Z
3250237.367251632,7.896313409464,36721.97684301468,2020-12-17T20:15:44Z
3256878.457761584,11.371367348237,39431.50930010717,2020-12-17T20:16:45Z
3265263.1533829053,9.220595529761,40073.790400453385,2020-12-17T20:17:46Z
3263891.9399956726,9.468764731263,37533.39816936535,2020-12-17T20:18:46Z
3274442.599175516,7.3120126899999995,44469.18169805736,2020-12-17T20:19:47Z
3271220.8743055346,8.821297449008,40213.096498185936,2020-12-17T20:20:48Z
3280685.666289224,5.96505323,46669.180072262774,2020-12-17T20:21:49Z
3283901.7715678574,5.05204475,48182.82664027988,2020-12-17T20:22:50Z
3286307.912505724,5.09585433,50229.54796200497,2020-12-17T20:23:50Z
3278473.3345147786,7.45490441,44433.70173382081,2020-12-17T20:24:51Z
3266604.8158457973,5.03457915,51277.97841933222,2020-12-17T20:25:52Z
3254688.324998098,9.920111553767999,39434.64675041144,2020-12-17T20:26:53Z
3260982.515230669,6.50627603,44254.75951959861,2020-12-17T20:27:54Z
3246180.4055119185,10.250410292903,38751.869185296346,2020-12-17T20:28:54Z
3255212.202399774,10.229589409999999,47167.092515513206,2020-12-17T20:29:55Z
3243402.3238093923,10.728481425062,37944.21619096956,2020-12-17T20:30:56Z
3257820.3213053364,9.64325316,46896.77736896189,2020-12-17T20:31:57Z
3248204.999527771,9.177923844752,37921.4393989916,2020-12-17T20:32:58Z
3236180.8649661853,9.193076347671,41278.55313185976,2020-12-17T20:33:58Z
3229059.761387544,11.540319286714,38386.21535220716,2020-12-17T20:34:59Z
3233820.8379040337,5.09462654,39854.6025141131,2020-12-17T20:36:00Z
3230995.564142668,8.60383702695,43960.2447278485,2020-12-17T20:37:01Z
3224566.3189158603,8.607409981275,40979.769830803714,2020-12-17T20:38:02Z
3236502.9217229653,9.52390032,50816.30488334657,2020-12-17T20:39:02Z
3240420.3541836482,7.2143494,54247.42530857889,2020-12-17T20:40:03Z
3224337.3038735786,8.565854464217,42314.26951603888,2020-12-17T20:41:05Z
3227366.2808380965,8.7406725,52723.5416733003,2020-12-17T20:42:06Z
3221910.5795555077,9.685209362691,38517.16184784292,2020-12-17T20:43:07Z
3217537.400459394,8.936234557339,41271.912942156676,2020-12-17T20:44:09Z
3212558.5774619957,9.075424481786,39054.89205992182,2020-12-17T20:45:10Z
3206183.330596905,9.642474960703,38810.194028670514,2020-12-17T20:46:11Z
3187995.757602191,7.824051280969,42592.17570137025,2020-12-17T20:47:12Z
3204395.982319724,9.474767777897,42045.048472951756,2020-12-17T20:48:14Z
3205500.0915483213,9.812222188753,42593.20919272004,2020-12-17T20:49:15Z
3219989.491541628,10.009826509261,47768.068832776065,2020-12-17T20:50:16Z
3234442.2542423042,9.47309945,50776.52459455103,2020-12-17T20:51:19Z
3237297.331290291,9.81869912,55689.72937652036,2020-12-17T20:52:19Z
3236067.1521680388,8.76388421,58594.308465430644,2020-12-17T20:53:21Z
3238372.5672724256,10.971221794385,39199.008656462036,2020-12-17T20:54:21Z
3230881.1608315962,7.954711370967,44656.04316404734,2020-12-17T20:55:21Z
3237911.954077485,10.011105910656,38627.27363349207,2020-12-17T20:56:21Z
3223888.3112002444,7.863350505684,48443.58875106818,2020-12-17T20:57:21Z
3234569.8020320795,7.755108949414,41145.9221307296,2020-12-17T20:58:21Z
3252995.8159584184,9.598619470000001,57868.02310942492,2020-12-17T20:59:21Z
3247000.6823885795,9.837582747957,49825.586571834276,2020-12-17T21:00:22Z
